IdParada,IdCarrera,IdPiloto,Parada_Nro,Vuelta_Nro,Tiempo,Duracion(ms)
1,841,153,1,1,17:05:23,26898
2,841,30,1,1,17:05:52,25021
3,841,17,1,11,17:20:48,23426
4,841,4,1,12,17:22:34,23251
5,841,13,1,13,17:24:10,23842
6,841,22,1,13,17:24:29,23643
7,841,20,1,14,17:25:17,22603
8,841,814,1,14,17:26:03,24863
9,841,816,1,14,17:26:50,25259
10,841,67,1,15,17:27:34,25342
11,841,2,1,15,17:27:41,22994
12,841,1,1,16,17:28:24,23227
13,841,808,1,16,17:28:39,24535
14,841,3,1,16,17:29:00,23716
15,841,155,1,16,17:29:06,24064
16,841,16,1,16,17:29:08,25978
17,841,15,1,16,17:29:49,24899
18,841,18,1,17,17:30:24,16867
19,841,153,2,17,17:31:06,24463
20,841,5,1,17,17:31:11,24865
21,841,30,2,17,17:32:08,23988
22,841,10,1,18,17:33:02,23792
23,841,18,2,19,17:33:53,23303
24,841,815,1,23,17:40:27,23438
25,841,22,2,23,17:40:45,37856
26,841,17,2,26,17:44:29,22520
27,841,4,2,27,17:46:04,24733
28,841,22,3,28,17:49:07,16892
29,841,67,2,29,17:49:47,23100
30,841,2,2,30,17:51:32,25098
31,841,13,2,31,17:52:28,24500
32,841,155,2,32,17:54:21,24192
33,841,20,2,36,17:59:17,24036
34,841,1,2,36,17:59:29,23199
35,841,153,3,35,17:59:45,26348
36,841,808,2,36,17:59:47,25683
37,841,814,2,36,18:00:48,24332
38,841,18,3,37,18:01:49,22681
39,841,16,2,37,18:02:15,23871
40,841,15,2,37,18:03:55,24848
41,841,816,2,38,18:06:53,26446
42,841,17,3,41,18:07:37,26230
43,841,22,4,40,18:08:03,26309
44,841,4,3,42,18:09:08,24181
45,841,13,3,48,18:18:54,24095
46,842,16,1,3,16:09:07,31694
47,842,22,1,3,16:10:04,32978
48,842,17,1,10,16:21:21,22572
49,842,814,1,11,16:23:16,22773
50,842,1,1,12,16:24:40,22552
51,842,20,1,13,16:26:17,23019
52,842,2,1,13,16:26:28,23900
53,842,18,1,13,16:26:29,22400
54,842,13,1,13,16:26:30,29224
55,842,15,1,13,16:27:03,25516
56,842,4,1,14,16:28:15,23152
57,842,30,1,14,16:28:34,22576
58,842,808,1,15,16:30:10,23182
59,842,67,1,15,16:30:23,23280
60,842,3,1,15,16:30:37,24967
61,842,5,1,15,16:30:37,29084
62,842,153,1,16,16:32:25,23584
63,842,16,2,16,16:32:31,22046
64,842,155,1,17,16:33:53,23280
65,842,815,1,17,16:34:14,23597
66,842,10,1,17,16:34:28,24617
67,842,816,1,17,16:34:39,26252
68,842,24,1,17,16:34:56,27815
69,842,22,2,17,16:35:41,24502
70,842,67,2,20,16:39:30,29843
71,842,17,2,22,16:42:37,21991
72,842,18,2,23,16:44:11,22471
73,842,1,2,24,16:45:48,22611
74,842,814,2,24,16:46:20,22419
75,842,20,2,25,16:47:27,21893
76,842,4,2,26,16:49:19,23894
77,842,2,2,26,16:49:31,23221
78,842,13,2,27,16:51:17,22541
79,842,808,2,27,16:51:25,22680
80,842,30,2,28,16:53:26,22261
81,842,3,2,29,16:55:28,22577
82,842,17,3,32,17:00:01,22069
83,842,153,2,32,17:00:55,22888
84,842,16,3,32,17:00:56,22550
85,842,67,3,32,17:01:03,27439
86,842,5,2,34,17:04:41,23336
87,842,10,2,34,17:05:19,24429
88,842,816,2,35,17:07:20,24416
89,842,155,2,36,17:07:26,23442
90,842,1,3,37,17:08:28,25382
91,842,814,3,37,17:09:21,23977
92,842,18,3,38,17:10:13,22483
93,842,13,3,38,17:10:28,22893
94,842,2,3,39,17:12:09,22602
95,842,24,2,38,17:13:32,26554
96,842,3,3,40,17:15:05,22526
97,842,20,3,41,17:15:08,22313
98,842,4,3,41,17:15:25,23812
99,842,30,3,42,17:18:08,22227
100,842,17,4,43,17:19:10,22161
101,842,808,3,44,17:21:08,28694
102,842,4,4,46,17:24:24,27182
103,842,24,3,44,17:25:07,38823
104,842,1,4,52,17:34:48,22466
105,843,153,1,9,15:19:36,22419
106,843,24,1,9,15:20:00,14160
107,843,30,1,10,15:21:12,20522
108,843,17,1,10,15:21:27,23442
109,843,813,1,10,15:21:35,23160
110,843,814,1,11,15:22:57,21989
111,843,3,1,12,15:24:32,20771
112,843,67,1,12,15:24:56,22010
113,843,18,1,14,15:27:59,23779
114,843,20,1,14,15:28:00,21995
115,843,155,1,14,15:28:17,21855
116,843,13,1,15,15:29:47,21624
117,843,1,1,15,15:29:49,20878
118,843,16,1,15,15:30:01,20989
119,843,4,1,16,15:31:34,22524
120,843,815,1,16,15:31:55,21473
121,843,22,1,16,15:32:01,21709
122,843,67,2,16,15:32:19,24722
123,843,10,1,16,15:32:33,22683
124,843,808,1,17,15:33:36,21981
125,843,2,1,18,15:35:28,22216
126,843,5,1,19,15:37:31,22485
127,843,15,1,20,15:39:24,23029
128,843,816,1,20,15:39:50,22901
129,843,24,2,21,15:42:05,24467
130,843,39,1,23,15:45:28,26049
131,843,18,2,24,15:45:35,20758
132,843,3,2,25,15:47:13,22005
133,843,1,2,25,15:47:20,20533
134,843,17,2,25,15:47:44,21132
135,843,813,2,25,15:48:09,22062
136,843,30,2,26,15:49:15,21964
137,843,10,2,28,15:54:22,21908
138,843,16,2,30,15:56:26,21058
139,843,155,2,30,15:56:28,21936
140,843,2,2,30,15:56:29,21821
141,843,20,2,31,15:57:37,21533
142,843,4,2,32,15:59:39,21251
143,843,814,2,32,15:59:51,21218
144,843,13,2,33,16:01:04,21168
145,843,67,3,33,16:02:13,21928
146,843,816,2,34,16:05:10,22802
147,843,22,2,35,16:05:24,21481
148,843,815,2,36,16:06:55,23397
149,843,18,3,37,16:08:00,21237
150,843,808,2,37,16:08:34,22005
151,843,1,3,38,16:09:38,20567
152,843,3,3,39,16:11:19,20720
153,843,30,3,39,16:11:49,21400
154,843,17,3,40,16:13:29,21091
155,843,10,3,39,16:14:17,33827
156,843,5,2,40,16:14:27,21890
157,843,813,3,40,16:14:36,27620
158,843,15,2,42,16:18:14,22260
159,843,24,3,45,16:25:39,23499
160,843,16,3,47,16:26:24,28708
161,843,815,3,48,16:28:01,13900
162,843,815,4,50,16:31:39,28845
163,844,815,1,1,15:05:18,29270
164,844,30,1,2,15:06:35,30182
165,844,808,1,8,15:16:06,21422
166,844,13,1,9,15:17:37,22022
167,844,1,1,9,15:17:38,20833
168,844,67,1,9,15:17:47,21769
169,844,17,1,10,15:19:04,21050
170,844,4,1,10,15:19:05,21308
171,844,3,1,10,15:19:09,22573
172,844,2,1,10,15:19:16,22300
173,844,22,1,10,15:19:20,22717
174,844,16,1,10,15:19:22,21649
175,844,20,1,11,15:20:32,20623
176,844,814,1,11,15:21:00,20775
177,844,813,1,11,15:21:09,23881
178,844,18,1,13,15:23:57,21368
179,844,155,1,13,15:24:09,21820
180,844,153,1,13,15:24:25,22713
181,844,15,1,13,15:24:28,23066
182,844,30,2,14,15:26:02,20907
183,844,39,1,14,15:26:26,27353
184,844,5,1,15,15:27:42,22854
185,844,24,1,15,15:28:03,24634
186,844,815,2,16,15:29:30,22895
187,844,816,1,16,15:29:37,22779
188,844,24,2,16,15:30:57,56611
189,844,808,2,19,15:33:42,21323
190,844,1,2,20,15:35:09,21075
191,844,17,2,21,15:36:27,20421
192,844,3,2,22,15:38:24,20927
193,844,2,2,22,15:38:25,21919
194,844,4,2,23,15:39:35,21732
195,844,13,2,23,15:39:58,21322
196,844,67,2,23,15:40:07,22128
197,844,155,2,23,15:40:15,23455
198,844,22,2,24,15:41:43,22868
199,844,814,2,24,15:41:50,20930
200,844,20,2,25,15:42:31,20112
201,844,16,2,25,15:43:21,21084
202,844,813,2,25,15:43:41,22555
203,844,15,2,25,15:43:47,22862
204,844,18,2,26,15:44:37,22639
205,844,39,2,27,15:47:59,24962
206,844,153,2,29,15:49:46,21826
207,844,30,3,30,15:51:13,20379
208,844,5,2,31,15:53:27,21633
209,844,814,3,32,15:54:38,20887
210,844,815,3,32,15:54:42,22365
211,844,3,3,33,15:55:49,20949
212,844,1,3,34,15:57:04,35688
213,844,816,2,33,15:57:20,24837
214,844,808,3,34,15:57:21,21838
215,844,13,3,34,15:57:22,23471
216,844,17,3,35,15:58:20,20843
217,844,4,3,36,15:59:49,21702
218,844,2,3,36,16:00:31,20872
219,844,24,3,35,16:02:57,25125
220,844,155,3,38,16:03:58,22456
221,844,18,3,39,16:05:05,21417
222,844,153,3,39,16:05:31,21986
223,844,20,3,40,16:05:46,20385
224,844,15,3,39,16:06:10,22219
225,844,67,3,40,16:06:48,22032
226,844,22,3,40,16:07:01,21687
227,844,16,3,40,16:07:05,21006
228,844,24,4,37,16:07:22,43603
229,844,813,3,41,16:09:04,21827
230,844,815,4,42,16:10:21,21715
231,844,3,4,44,16:12:55,20308
232,844,814,4,44,16:13:28,21403
233,844,17,4,45,16:13:49,22087
234,844,808,4,45,16:14:37,21662
235,844,30,4,45,16:14:46,20597
236,844,4,4,46,16:15:17,21379
237,844,813,4,45,16:15:30,13925
238,844,1,4,46,16:15:51,22041
239,844,2,4,46,16:16:10,21884
240,844,13,4,46,16:16:13,26685
241,844,20,4,47,16:16:40,20489
242,844,39,3,45,16:17:26,24474
243,844,5,3,53,16:28:36,23114
244,844,153,4,55,16:30:31,21931
245,845,155,1,1,14:05:11,24871
246,845,815,1,7,14:14:14,23592
247,845,813,1,8,14:15:48,22689
248,845,20,1,9,14:16:54,20253
249,845,67,1,9,14:17:17,20818
250,845,4,1,10,14:18:23,20567
251,845,17,1,10,14:18:27,20881
252,845,30,1,10,14:18:43,20084
253,845,1,1,11,14:19:57,19761
254,845,808,1,11,14:20:14,21856
255,845,3,1,11,14:20:17,20647
256,845,13,1,11,14:20:19,20800
257,845,153,1,11,14:20:28,20741
258,845,22,1,11,14:20:48,29936
259,845,16,1,13,14:23:57,20773
260,845,18,1,14,14:24:51,20015
261,845,39,1,14,14:25:56,24843
262,845,814,1,15,14:26:40,20070
263,845,15,1,15,14:26:50,22364
264,845,5,1,16,14:28:30,21019
265,845,24,1,16,14:28:55,23157
266,845,10,1,16,14:29:00,22744
267,845,816,1,17,14:30:41,23176
268,845,20,2,18,14:30:44,19887
269,845,4,2,19,14:32:13,20238
270,845,17,2,19,14:32:16,20079
271,845,813,2,20,14:34:36,24821
272,845,13,2,21,14:35:51,21635
273,845,2,1,21,14:36:21,21322
274,845,1,2,23,14:38:08,20235
275,845,22,2,23,14:39:40,21226
276,845,153,2,24,14:40:47,20872
277,845,67,2,25,14:42:10,24745
278,845,155,2,25,14:42:46,21128
279,845,30,2,26,14:43:25,20487
280,845,808,2,26,14:43:33,24232
281,845,3,2,27,14:45:01,19534
282,845,4,3,29,14:47:26,20738
283,845,17,3,29,14:47:27,20279
284,845,5,2,28,14:47:28,20807
285,845,815,2,29,14:48:40,21143
286,845,15,2,29,14:48:41,21723
287,845,39,2,28,14:48:52,24448
288,845,18,2,30,14:49:06,20763
289,845,16,2,30,14:50:19,20267
290,845,814,2,32,14:53:02,20126
291,845,20,3,34,14:54:42,20426
292,845,1,3,35,14:56:14,20473
293,845,816,2,34,14:58:05,22982
294,845,22,3,35,14:58:09,20650
295,845,13,3,36,14:58:48,22419
296,845,813,3,36,14:59:14,21574
297,845,2,2,36,14:59:22,21953
298,845,153,3,36,14:59:25,21019
299,845,4,4,39,15:02:54,20380
300,845,10,2,38,15:03:54,21632
301,845,30,3,41,15:06:21,20451
302,845,808,3,41,15:06:36,21739
303,845,5,3,41,15:07:42,23068
304,845,3,3,42,15:07:53,20395
305,845,67,3,42,15:08:31,20819
306,845,15,3,43,15:10:27,23001
307,845,155,3,44,15:11:40,20500
308,845,17,4,47,15:14:50,19984
309,845,20,4,48,15:15:41,20292
310,845,815,3,47,15:16:00,21829
311,845,18,3,48,15:16:10,20107
312,845,1,4,49,15:17:11,20988
313,845,16,3,48,15:17:54,23230
314,845,39,3,47,15:19:38,24298
315,845,2,3,50,15:20:32,20796
316,845,153,4,50,15:21:09,23143
317,845,816,3,49,15:21:44,21708
318,845,814,3,51,15:22:03,20573
319,845,813,4,53,15:25:26,22077
320,845,10,3,53,15:27:29,21170
321,845,22,4,54,15:27:32,20637
322,846,30,1,12,14:19:30,35084
323,846,18,1,15,14:22:57,25280
324,846,3,1,15,14:23:33,25189
325,846,20,1,16,14:24:15,28536
326,846,17,1,16,14:24:32,37735
327,846,4,1,17,14:25:41,25352
328,846,5,1,19,14:29:21,26477
329,846,814,1,20,14:30:24,24970
330,846,1,1,22,14:33:00,31445
331,846,10,1,22,14:33:33,26827
332,846,15,1,24,14:36:13,25595
333,846,813,1,25,14:37:09,26468
334,846,13,1,26,14:38:20,26615
335,846,39,1,25,14:38:46,28325
336,846,814,2,27,14:40:23,19360
337,846,808,1,28,14:41:17,28856
338,846,153,1,29,14:43:07,25907
339,846,22,1,32,14:46:47,25921
340,846,18,2,33,14:46:57,26421
341,846,814,3,32,14:47:35,47226
342,846,2,1,33,14:48:15,25851
343,846,67,1,33,14:48:16,26073
344,846,4,2,34,14:48:45,31382
345,846,3,2,33,14:48:50,25310
346,846,24,1,32,14:49:02,28298
347,846,816,1,33,14:49:39,27577
348,846,155,1,34,14:49:49,28642
349,846,16,1,34,14:49:51,25037
350,846,39,2,33,14:51:08,39917
351,846,1,2,43,15:03:45,19347
352,846,15,2,46,15:09:08,26065
353,846,18,3,48,15:09:55,24670
354,846,1,3,49,15:12:04,26977
355,846,5,2,52,15:17:38,25878
356,846,3,3,53,15:18:33,25116
357,846,813,2,54,15:18:38,25687
358,846,17,2,55,15:19:56,26269
359,846,153,2,56,15:22:30,27550
360,846,67,2,62,15:30:24,25045
361,846,816,2,63,15:33:21,26464
362,846,16,2,68,15:37:52,27879
363,846,22,2,68,15:38:54,25675
364,846,2,2,69,15:40:13,26281
365,847,18,1,8,13:15:11,23650
366,847,24,1,9,13:17:25,27202
367,847,18,2,13,13:25:10,14501
368,847,22,1,15,13:28:31,23305
369,847,16,1,16,13:30:09,24052
370,847,4,1,17,13:31:21,23893
371,847,3,1,17,13:31:28,23105
372,847,813,1,17,13:31:45,23571
373,847,67,1,17,13:31:50,23949
374,847,816,1,17,13:32:07,24143
375,847,30,1,18,13:33:04,24472
376,847,4,2,19,13:34:54,26348
377,847,18,3,19,13:35:02,23868
378,847,3,2,19,13:35:10,22986
379,847,153,1,19,13:35:14,26045
380,847,22,2,19,13:35:21,25066
381,847,5,1,19,13:35:26,44037
382,847,15,1,19,13:35:28,51684
383,847,813,2,19,13:35:30,24943
384,847,20,1,20,13:36:13,23872
385,847,17,1,20,13:36:40,29546
386,847,67,2,20,13:37:27,24649
387,847,13,1,21,13:38:09,24886
388,847,30,2,21,13:38:51,24196
389,847,816,2,23,13:43:32,30497
390,847,816,3,33,16:07:00,24655
391,847,30,3,34,16:08:48,22832
392,847,16,2,34,16:08:49,22923
393,847,10,1,34,16:08:50,24425
394,847,22,3,34,16:08:51,24684
395,847,67,3,34,16:08:53,23970
396,847,2,1,35,16:10:18,23113
397,847,814,1,35,16:10:20,22479
398,847,18,4,35,16:10:22,23589
399,847,37,1,35,16:10:23,30288
400,847,153,2,35,16:10:26,24863
401,847,813,3,35,16:10:29,23593
402,847,24,2,35,16:10:48,34897
403,847,155,1,36,16:11:49,23687
404,847,13,2,36,16:11:50,22742
405,847,808,1,36,16:11:52,23816
406,847,17,2,36,16:11:53,22402
407,847,4,3,36,16:11:54,26129
408,847,3,3,36,16:11:57,22735
409,847,15,2,36,16:12:14,23332
410,847,816,4,36,16:12:15,14538
411,847,20,2,37,16:13:21,22958
412,847,39,1,37,16:14:01,29115
413,847,18,5,37,16:14:55,31718
414,847,814,2,43,16:24:38,28630
415,847,16,3,45,16:27:43,14565
416,847,16,4,49,16:33:51,32449
417,847,17,3,50,16:35:03,22770
418,847,22,4,50,16:35:12,23059
419,847,67,4,50,16:35:23,26561
420,847,814,3,50,16:35:33,14538
421,847,18,6,51,16:36:41,23741
422,847,153,3,51,16:36:45,23338
423,847,813,4,51,16:36:46,23700
424,847,10,2,51,16:37:16,25079
425,847,39,2,51,16:37:38,29540
426,847,30,4,52,16:37:50,22869
427,847,13,3,52,16:37:52,22560
428,847,2,2,52,16:37:57,23364
429,847,37,2,52,16:38:22,24039
430,847,15,3,52,16:38:45,25140
431,847,816,5,52,16:38:56,30714
432,847,20,3,53,16:39:07,22526
433,847,24,3,52,16:39:20,33278
434,847,155,2,53,16:39:22,24618
435,847,808,2,53,16:39:31,24145
436,847,3,4,53,16:39:36,22702
437,847,13,4,53,16:39:50,28346
438,847,814,4,53,16:40:04,23129
439,847,813,5,61,16:53:19,31701
440,848,813,1,10,14:22:02,21301
441,848,2,1,11,14:23:23,22114
442,848,22,1,11,14:23:27,21163
443,848,155,1,11,14:23:29,23492
444,848,1,1,12,14:24:49,20340
445,848,3,1,12,14:25:02,21054
446,848,16,1,12,14:25:09,20676
447,848,17,1,13,14:26:28,20465
448,848,20,1,14,14:28:11,21006
449,848,4,1,14,14:28:15,21477
450,848,18,1,14,14:28:31,20997
451,848,30,1,14,14:28:40,21201
452,848,814,1,14,14:28:51,20567
453,848,67,1,14,14:28:54,21321
454,848,5,1,14,14:29:11,23241
455,848,39,1,14,14:29:43,28030
456,848,13,1,15,14:30:07,20718
457,848,808,1,15,14:30:49,22104
458,848,30,2,15,14:30:59,30665
459,848,24,1,15,14:31:23,24459
460,848,10,1,17,14:34:56,21900
461,848,15,1,18,14:36:30,23327
462,848,816,1,18,14:36:56,21943
463,848,153,1,19,14:37:50,21391
464,848,1,2,24,14:46:06,21035
465,848,815,1,25,14:48:56,21939
466,848,67,2,26,14:50:28,20460
467,848,5,2,26,14:51:06,21126
468,848,2,2,27,14:52:04,22285
469,848,814,2,27,14:52:08,20818
470,848,808,2,27,14:52:26,21168
471,848,17,2,28,14:52:53,20319
472,848,16,2,28,14:53:47,20286
473,848,22,2,28,14:53:53,21262
474,848,813,2,28,14:54:30,21805
475,848,4,2,29,14:54:36,20551
476,848,24,2,28,14:55:33,22766
477,848,20,2,30,14:56:16,20441
478,848,18,2,30,14:56:46,20325
479,848,3,2,30,14:57:07,23547
480,848,39,2,29,14:58:17,24675
481,848,13,2,31,14:58:23,25537
482,848,30,3,31,14:59:40,21168
483,848,155,2,33,15:03:14,20545
484,848,15,2,34,15:05:36,22131
485,848,816,2,37,15:11:48,22250
486,848,808,3,39,15:13:41,21105
487,848,2,3,40,15:15:10,21472
488,848,22,3,40,15:15:16,21286
489,848,17,3,42,15:17:11,20367
490,848,1,3,42,15:17:41,20212
491,848,153,2,42,15:18:33,21103
492,848,5,3,42,15:19:57,22632
493,848,16,3,43,15:20:21,21036
494,848,10,2,42,15:20:26,22030
495,848,814,3,44,15:22:18,21069
496,848,4,3,45,15:22:21,20136
497,848,24,3,43,15:23:02,22235
498,848,813,3,44,15:23:06,21490
499,848,3,3,45,15:23:36,20896
500,848,67,3,45,15:24:07,20995
501,848,20,3,47,15:25:39,20331
502,848,39,3,44,15:26:13,26059
503,848,13,3,48,15:28:09,20404
504,848,18,3,48,15:28:21,20479
505,849,30,1,9,13:20:38,30242
506,849,2,1,10,13:22:37,24716
507,849,18,1,11,13:24:05,25070
508,849,16,1,11,13:24:13,25737
509,849,155,1,11,13:24:19,28448
510,849,813,1,11,13:24:27,26238
511,849,67,1,11,13:24:30,26279
512,849,808,1,11,13:24:37,24880
513,849,22,1,11,13:24:38,25860
514,849,10,1,11,13:24:52,25416
515,849,24,1,11,13:25:12,26643
516,849,816,1,11,13:25:14,28742
517,849,17,1,12,13:25:41,23973
518,849,4,1,12,13:25:42,26566
519,849,1,1,12,13:25:49,25100
520,849,814,1,12,13:26:02,26612
521,849,3,1,12,13:26:12,24722
522,849,815,1,12,13:26:13,25386
523,849,153,1,12,13:26:20,24719
524,849,817,1,12,13:27:17,25872
525,849,20,1,13,13:27:22,24818
526,849,13,1,13,13:27:39,24159
527,849,30,2,16,13:33:23,31751
528,849,155,2,20,13:40:27,31551
529,849,1,2,24,13:46:21,24065
530,849,814,2,24,13:46:50,45291
531,849,813,2,24,13:47:12,24272
532,849,16,2,25,13:48:32,24077
533,849,67,2,25,13:48:50,24620
534,849,17,2,26,13:49:36,25490
535,849,18,2,26,13:49:45,24287
536,849,13,2,26,13:49:48,23929
537,849,814,3,26,13:50:52,31471
538,849,20,2,27,13:51:10,31558
539,849,4,2,27,13:51:15,23974
540,849,816,2,28,13:55:39,25428
541,849,817,2,28,13:56:23,26942
542,849,3,2,30,13:56:50,24399
543,849,2,2,30,13:57:06,24434
544,849,10,2,30,13:58:43,24959
545,849,153,2,31,13:58:46,24095
546,849,30,3,31,13:58:47,24651
547,849,22,2,31,13:59:02,23955
548,849,815,2,32,14:00:08,25619
549,849,24,2,31,14:00:49,25505
550,849,813,3,35,14:05:42,23869
551,849,20,3,36,14:06:13,23137
552,849,1,3,37,14:07:50,23340
553,849,17,3,38,14:09:30,23785
554,849,808,2,38,14:10:21,24172
555,849,4,3,39,14:10:50,23474
556,849,18,3,39,14:11:08,23292
557,849,16,3,40,14:13:32,27240
558,849,13,3,41,14:14:35,23238
559,850,815,1,8,14:17:05,27247
560,850,67,1,10,14:20:28,27301
561,850,812,1,10,14:21:22,31879
562,850,17,1,14,14:26:23,20440
563,850,3,1,14,14:26:39,20348
564,850,30,1,15,14:28:22,20768
565,850,813,1,15,14:28:35,21601
566,850,1,1,16,14:29:38,20982
567,850,4,1,16,14:29:39,20430
568,850,20,1,16,14:29:57,20394
569,850,13,1,17,14:31:36,20344
570,850,155,1,20,14:36:51,20882
571,850,24,1,20,14:37:44,22048
572,850,817,1,21,14:39:29,22319
573,850,16,1,22,14:39:56,20839
574,850,10,1,22,14:41:05,22252
575,850,808,1,23,14:41:53,21449
576,850,153,1,23,14:42:02,21062
577,850,814,1,23,14:42:05,23676
578,850,18,1,24,14:43:15,20952
579,850,816,1,24,14:44:42,20762
580,850,5,1,26,14:47:26,22088
581,850,17,2,30,14:52:32,21299
582,850,812,2,28,14:53:09,22331
583,850,1,2,31,14:54:10,20496
584,850,4,2,32,14:55:46,20035
585,850,813,2,35,15:01:53,21057
586,850,3,2,36,15:03:03,20975
587,850,67,2,36,15:04:03,20954
588,850,30,2,37,15:04:59,20299
589,850,20,2,40,15:09:11,20274
590,850,13,2,41,15:10:46,20185
591,850,815,2,41,15:11:48,21645
592,850,153,2,43,15:15:07,21689
593,850,808,2,46,15:19:54,20572
594,850,16,2,48,15:22:30,20879
595,850,155,2,48,15:23:03,21267
596,850,10,2,48,15:25:25,21252
597,850,1,3,51,15:26:17,20403
598,850,816,2,49,15:27:24,23588
599,850,817,2,49,15:27:43,24053
600,850,5,2,50,15:27:48,21175
601,850,814,2,51,15:28:11,22535
602,850,4,3,53,15:29:30,19975
603,850,3,3,53,15:30:50,20047
604,850,812,3,51,15:32:52,22458
605,850,17,3,56,15:34:20,20324
606,850,30,3,56,15:35:53,19930
607,850,13,3,59,15:39:43,21903
608,850,20,3,59,15:39:44,20110
609,851,17,1,10,14:20:59,20854
610,851,13,1,10,14:21:09,22293
611,851,808,1,10,14:21:18,25532
612,851,22,1,10,14:21:19,22640
613,851,18,1,11,14:22:29,21786
614,851,814,1,11,14:22:46,22262
615,851,813,1,11,14:23:04,23397
616,851,2,1,11,14:23:12,21371
617,851,10,1,11,14:23:27,22222
618,851,816,1,11,14:23:32,25337
619,851,1,1,12,14:23:59,21880
620,851,20,1,12,14:24:05,20690
621,851,4,1,12,14:24:10,22886
622,851,3,1,12,14:24:17,20767
623,851,155,1,12,14:24:35,23725
624,851,67,1,12,14:24:42,22349
625,851,5,1,12,14:24:53,22772
626,851,16,1,12,14:24:55,21902
627,851,815,1,12,14:24:56,22215
628,851,24,1,12,14:25:35,23633
629,851,30,1,13,14:26:02,21948
630,851,153,1,13,14:26:24,23734
631,851,15,1,13,14:26:49,23118
632,851,817,1,13,14:27:04,22844
633,851,813,2,16,14:31:22,13186
634,851,2,2,23,14:42:16,25434
635,851,22,2,24,14:43:19,22217
636,851,153,2,24,14:43:20,22552
637,851,5,2,24,14:43:45,22147
638,851,815,2,24,14:43:49,20570
639,851,17,2,25,14:44:03,20000
640,851,4,2,25,14:44:04,23208
641,851,13,2,25,14:44:34,21138
642,851,808,2,25,14:44:47,24194
643,851,67,2,25,14:44:55,21460
644,851,1,2,26,14:45:16,20803
645,851,30,2,26,14:46:04,20071
646,851,24,2,25,14:46:40,22501
647,851,16,2,26,14:46:48,20589
648,851,18,2,27,14:46:49,21065
649,851,3,2,27,14:47:28,19939
650,851,814,2,27,14:47:32,20801
651,851,20,2,28,14:48:22,20611
652,851,813,3,28,14:49:55,21426
653,851,10,2,28,14:50:32,20613
654,851,817,2,28,14:51:12,23563
655,851,816,2,29,14:52:27,20916
656,851,815,3,32,14:56:05,13201
657,851,155,2,34,14:58:08,22852
658,851,4,3,36,15:00:23,19936
659,851,22,3,37,15:02:51,20580
660,851,17,3,39,15:04:48,20673
661,851,24,3,37,15:05:37,27839
662,851,1,3,40,15:05:54,20861
663,851,13,3,40,15:06:53,22453
664,851,20,3,41,15:07:32,19664
665,851,18,3,42,15:08:53,20046
666,851,814,3,42,15:10:06,20935
667,851,67,3,43,15:11:41,20360
668,851,5,3,43,15:12:56,20990
669,851,815,4,44,15:14:07,20917
670,851,817,3,43,15:14:54,21651
671,851,4,4,47,15:16:33,20126
672,851,153,3,47,15:17:40,21345
673,851,816,3,47,15:20:46,49849
674,851,3,3,50,15:22:04,20563
675,851,17,4,51,15:22:51,21122
676,851,808,3,50,15:22:54,21353
677,851,22,4,50,15:22:55,31539
678,851,5,4,49,15:22:56,22364
679,851,16,3,50,15:23:22,21796
680,851,24,4,48,15:23:32,23010
681,851,813,4,50,15:23:34,23016
682,851,1,4,52,15:24:11,20855
683,851,17,5,53,15:26:20,20715
684,851,22,5,52,15:26:36,25596
685,851,1,5,54,15:27:35,21628
686,851,808,4,53,15:28:00,21609
687,851,5,5,52,15:28:12,21715
688,851,16,4,53,15:28:27,21503
689,851,816,4,51,15:28:37,22470
690,851,3,4,54,15:28:47,23244
691,851,813,5,53,15:28:55,22825
692,851,24,5,51,15:28:58,22458
693,851,10,3,53,15:30:17,20929
694,851,1,6,56,15:30:48,13173
695,851,13,4,58,15:33:53,21157
696,851,155,3,62,15:40:56,21258
697,852,10,1,1,14:05:58,35092
698,852,811,1,1,14:06:10,30795
699,852,5,1,1,14:06:14,28539
700,852,17,1,3,14:09:42,21015
701,852,18,1,3,14:09:46,26046
702,852,30,1,4,14:11:45,20153
703,852,20,1,5,14:13:27,20898
704,852,815,1,5,14:13:49,26092
705,852,10,2,6,14:16:35,13914
706,852,4,1,8,14:19:18,20994
707,852,811,2,8,14:20:14,13968
708,852,13,1,9,14:21:21,22267
709,852,1,1,10,14:23:14,21895
710,852,3,1,11,14:25:16,23090
711,852,24,1,11,14:26:05,21766
712,852,808,1,12,14:27:22,21395
713,852,813,1,12,14:27:31,21421
714,852,20,2,13,14:29:09,21411
715,852,16,1,13,14:29:31,22773
716,852,22,1,13,14:29:38,21818
717,852,30,2,13,14:29:39,20226
718,852,18,2,13,14:29:40,21756
719,852,817,1,13,14:30:19,23780
720,852,15,1,13,14:30:20,22159
721,852,816,1,13,14:30:22,22939
722,852,5,2,13,14:30:46,22009
723,852,155,1,14,14:32:10,24161
724,852,814,1,14,14:32:11,21334
725,852,10,3,14,14:33:40,24204
726,852,811,3,21,14:47:48,20756
727,852,815,2,22,14:49:35,14089
728,852,815,3,23,14:51:40,23883
729,852,24,2,27,14:59:56,30959
730,852,4,2,29,15:02:28,21243
731,852,813,2,29,15:03:01,22303
732,852,155,2,29,15:03:08,21269
733,852,20,3,30,15:04:14,20786
734,852,3,2,30,15:04:42,21171
